,11,"乌兰察布市","    集宁市"
,,,"    丰镇市"
,,,"    卓资县"
,,,"    化德县"
,,,"    商都县"
,,,"    兴和县"
,,,"    凉城县"
,,,"    察哈尔右翼前旗"
,,,"    察哈尔右翼中旗"
,,,"    察哈尔右翼后旗"
,,,"    四子王旗"
,8,"鄂尔多斯市","    东胜市"
,,,"    达拉特旗"
,,,"    准格尔旗"
,,,"    鄂托克前旗"
,,,"    鄂托克旗"
,,,"    杭锦旗"
,,,"    乌审旗"
,,,"    伊金霍洛旗"
,7,"巴彦淖尔市","    临河市"
,,,"    五原县"
,,,"    磴口县"
,,,"    乌拉特前旗"
,,,"    乌拉特中旗"
,,,"    乌拉特后旗"
,,,"    杭锦后旗"
,3,"阿拉善盟","    阿拉善左旗"
,,,"    阿拉善右旗"
,,,"    额济纳旗"
"辽宁省",13,"沈阳市","      和平区"
,,,"      沈河区"
,,,"      大东区"
,,,"      皇姑区"
,,,"      铁西区"
,,,"      苏家屯区"
,,,"      东陵区"
,,,"      新城子区"
,,,"      于洪区"
,,,"    辽中县"
,,,"    康平县"
,,,"    法库县"
,,,"    新民市"
,10,"大连市","      中山区"
,,,"      西岗区"
,,,"      沙河口区"
,,,"      甘井子区"
,,,"      旅顺口区"
,,,"      金州区"
,,,"    长海县"
,,,"    瓦房店市"
,,,"    普兰店市"
,,,"    庄河市"
,7,"鞍山市","      铁东区"
,,,"      铁西区"
,,,"      立山区"
,,,"      千山区"
,,,"    台安县"
,,,"    岫岩满族自治县"
,,,"    海城市"
,7,"抚顺市","      新抚区"
,,,"      露天区"
,,,"      望花区"
,,,"      顺城区"
,,,"    抚顺县"
,,,"    新宾满族自治县"
,,,"    清原满族自治县"
,6,"本溪市","      平山区"
,,,"      溪湖区"
,,,"      明山区"
,,,"      南芬区"
,,,"    本溪满族自治县"
,,,"    桓仁满族自治县"
,6,"丹东市","      元宝区"
,,,"      振兴区"
,,,"      振安区"
,,,"    宽甸满族自治县"
,,,"    东港市"
,,,"    凤城市"
,7,"锦州市","      古塔区"
,,,"      凌河区"
,,,"      太和区"
,,,"    黑山县"
,,,"    义  县"
,,,"    凌海市"
,,,"    北宁市"
,6,"营口市","      站前区"
,,,"      西市区"
,,,"      鲅鱼圈区"
,,,"      老边区"
,,,"    盖州市"
,,,"    大石桥市"
,7,"阜新市","      海州区"
,,,"      新邱区"
,,,"      太平区"
,,,"      清河门区"
,,,"      细河区"
,,,"    阜新蒙古族自治县"
,,,"    彰武县"
,7,"辽阳市","      白塔区"
,,,"      文圣区"
,,,"      宏伟区"
,,,"      弓长岭区"
,,,"      太子河区"
,,,"    辽阳县"
,,,"    灯塔市"
,4,"盘锦市","      双台子区"
,,,"      兴隆台区"
,,,"    大洼县"
,,,"    盘山县"
,7,"铁岭市","      银州区"
,,,"      清河区"
,,,"    铁岭县"
,,,"    西丰县"
,,,"    昌图县"
,,,"    铁法市"
,,,"    开原市"
,7,"朝阳市","      双塔区"
,,,"      龙城区"
,,,"    朝阳县"
,,,"    建平县"
,,,"    喀喇沁左翼蒙古族自治县"
,,,"    北票市"
,,,"    凌源市"
,6,"葫芦岛市","      连山区"
,,,"      龙港区"
,,,"      南票区"
,,,"    绥中县"
,,,"    建昌县"
,,,"    兴城市"
"吉林省",10,"长春市","      南关区"
,,,"      宽城区"
,,,"      朝阳区"
,,,"      二道区"
,,,"      绿园区"
,,,"      双阳区"
,,,"    农安县"
,,,"    九台市"
,,,"    榆树市"
,,,"    德惠市"
,9,"吉林市","      昌邑区"
,,,"      龙潭区"
,,,"      船营区"
,,,"      丰满区"
,,,"    永吉县"
,,,"    蛟河市"
,,,"    桦甸市"
,,,"    舒兰市"
,,,"    磐石市"
,6,"四平市","      铁西区"
,,,"      铁东区"
,,,"    梨树县"
,,,"    伊通满族自治县"
,,,"    公主岭市"
,,,"    双辽市"
,4,"辽源市","      龙山区"
,,,"      西安区"
,,,"    东丰县"
,,,"    东辽县"
,7,"通化市","      东昌区"
,,,"      二道江区"
,,,"    通化县"
,,,"    辉南县"
,,,"    柳河县"
,,,"    梅河口市"
,,,"    集安市"
,6,"白山市","      八道江区"
,,,"    抚松县"
,,,"    靖宇县"
,,,"    长白朝鲜族自治县"
,,,"    江源县"
,,,"    临江市"
,5,"松原市","      宁江区"
,,,"    前郭尔罗斯蒙古族自治县"
,,,"    长岭县"
,,,"    乾安县"
,,,"    扶余县"
,5,"白城市","      洮北区"
,,,"    镇赉县"
,,,"    通榆县"
,,,"    洮南市"
,,,"    大安市"
,8,"延边朝鲜族自治州","    延吉市"
,,,"    图们市"
,,,"    敦化市"
,,,"    珲春市"
,,,"    龙井市"
,,,"    和龙市"
,,,"    汪清县"
,,,"    安图县"
"黑龙江省",18,"哈尔滨市","      道里区"
,,,"      南岗区"
,,,"      道外区"
,,,"      松北区"
,,,"      香坊区"
,,,"      阿成区"
,,,"      平房区"
,,,"      呼兰区"
,,,"    依兰县"
,,,"    方正县"
,,,"    宾  县"
,,,"    巴彦县"
,,,"    木兰县"
,,,"    通河县"
,,,"    延寿县"
,,,"    双城市"
,,,"    尚志市"
,,,"    五常市"
,16,"齐齐哈尔市","      龙沙区"
,,,"      建华区"
,,,"      铁锋区"
,,,"      昂昂溪区"
,,,"      富拉尔基区"
,,,"      碾子山区"
,,,"      梅里斯达斡尔族区"
,,,"    龙江县"
,,,"    依安县"
,,,"    泰来县"
,,,"    甘南县"
,,,"    富裕县"
,,,"    克山县"
,,,"    克东县"
,,,"    拜泉县"
,,,"    讷河市"
,9,"鸡西市","      鸡冠区"
,,,"      恒山区"
,,,"      滴道区"
,,,"      梨树区"
,,,"      城子河区"
,,,"      麻山区"
,,,"    鸡东县"
,,,"    虎林市"
,,,"    密山市"
,8,"鹤岗市","      向阳区"
,,,"      工农区"
,,,"      南山区"
,,,"      兴安区"
,,,"      东山区"
,,,"      兴山区"
,,,"    萝北县"
,,,"    绥滨县"
,8,"双鸭山市","      尖山区"
,,,"      岭东区"
,,,"      四方台区"
,,,"      宝山区"
,,,"    集贤县"
,,,"    友谊县"
,,,"    宝清县"
,,,"    饶河县"
,9,"大庆市","      萨尔图区"
,,,"      龙凤区"
,,,"      让胡路区"
,,,"      红岗区"
,,,"      大同区"
,,,"    肇州县"
,,,"    肇源县"
,,,"    林甸县"
,,,"    杜尔伯特蒙古族自治县"
,17,"伊春市","      伊春区"
,,,"      南岔区"
,,,"      友好区"
,,,"      西林区"
,,,"      翠峦区"
,,,"      新青区"
,,,"      美溪区"
,,,"      金山屯区"
,,,"      五营区"
,,,"      乌马河区"
,,,"      汤旺河区"
,,,"      带岭区"
,,,"      乌伊岭区"
,,,"      红星区"
,,,"      上甘岭区"
,,,"    嘉荫县"
,,,"    铁力市"
,10,"佳木斯市","      向阳区"
,,,"      前进区"
,,,"      东风区"
,,,"      郊  区"
,,,"    桦南县"
,,,"    桦川县"
,,,"    汤原县"
,,,"    抚远县"
,,,"    同江市"
,,,"    富锦市"
,4,"七台河市","      新兴区"
,,,"      桃山区"
,,,"      茄子河区"
,,,"    勃利县"
,10,"牡丹江市","      东安区"
,,,"      阳明区"
,,,"      爱民区"
,,,"      西安区"
,,,"    东宁县"
,,,"    林口县"
,,,"    绥芬河市"
,,,"    海林市"
,,,"    宁安市"
,,,"    穆棱市"
,6,"黑河市","      爱辉区"
,,,"    嫩江县"
,,,"    逊克县"
,,,"    孙吴县"
,,,"    北安市"
,,,"    五大连池市"
,10,"绥化市","    绥化市"
,,,"    安达市"
,,,"    肇东市"
,,,"    海伦市"
,,,"    望奎县"
,,,"    兰西县"
,,,"    青冈县"
,,,"    庆安县"
,,,"    明水县"
,,,"    绥棱县"
,3,"大兴安岭地区","    呼玛县"
,,,"    塔河县"
,,,"    漠河县"
"上海市",17,"上海市","浦东新区"
,,,"徐汇区"
,,,"黄浦区"
,,,"杨浦区"
,,,"虹口区"
,,,"闵行区"
,,,"长宁区"
,,,"普陀区"
,,,"宝山区"
,,,"静安区"
,,,"闸北区"
,,,"松江区"
,,,"嘉定区"
,,,"金山区"
,,,"青浦区"
,,,"奉贤区"
,,,"崇明县"
"江苏省",13,"南京市","      玄武区"
,,,"      白下区"
,,,"      秦淮区"
,,,"      建邺区"
,,,"      鼓楼区"
,,,"      下关区"
,,,"      浦口区"
,,,"      栖霞区"
,,,"      雨花台区"
,,,"      江宁区"
,,,"      六合区"
,,,"    溧水县"
,,,"    高淳县"
,8,"无锡市","      崇安区"
,,,"      南长区"
,,,"      北塘区"
,,,"      郊  区"
,,,"      马山区"
,,,"    江阴市"
,,,"    宜兴市"
,,,"    锡山市"
,11,"徐州市","      鼓楼区"
,,,"      云龙区"
,,,"      九里区"
,,,"      贾汪区"
,,,"      泉山区"
,,,"    丰  县"
,,,"    沛  县"
,,,"    铜山县"
,,,"    睢宁县"
,,,"    新沂市"
,,,"    邳州市"
,7,"常州市","      天宁区"
,,,"      钟楼区"
,,,"      戚墅堰区"
,,,"      郊  区"
,,,"    溧阳市"
,,,"    金坛市"
,,,"    武进市"
,10,"苏州市","      沧浪区"
,,,"      平江区"
,,,"      金阊区"
,,,"      郊  区"
,,,"    常熟市"
,,,"    张家港市"
,,,"    昆山市"
,,,"    吴江市"
,,,"    太仓市"
,,,"    吴县市"
,8,"南通市","      崇川区"
,,,"      港闸区"
,,,"    海安县"
,,,"    如东县"
,,,"    启东市"
,,,"    如皋市"
,,,"    通州市"
,,,"    海门市"
,8,"连云港市","      连云区"
,,,"      云台区"
,,,"      新浦区"
,,,"      海州区"
,,,"    赣榆县"
,,,"    东海县"
,,,"    灌云县"
,,,"    灌南县"
,8,"淮安市","      清河区"
,,,"      清浦区"
,,,"    淮阴县"
,,,"    涟水县"
,,,"    洪泽县"
,,,"    盱眙县"
,,,"    金湖县"
,,,"    淮安市"
,9,"盐城市","      城  区"
,,,"    响水县"
,,,"    滨海县"
,,,"    阜宁县"
,,,"    射阳县"
,,,"    建湖县"
,,,"    盐都县"
,,,"    东台市"
,,,"    大丰市"
,7,"扬州市","      广陵区"
,,,"      郊  区"
,,,"    宝应县"
,,,"    邗江县"
,,,"    仪征市"
,,,"    高邮市"
,,,"    江都市"
,6,"镇江市","      京口区"
,,,"      润州区"
,,,"    丹徒县"
,,,"    丹阳市"
,,,"    扬中市"
,,,"    句容市"
,6,"泰州市","      海陵区"
,,,"      高港区"
,,,"    兴化市"
,,,"    靖江市"
,,,"    泰兴市"
,,,"    姜堰市"
,5,"宿迁市","      宿城区"
,,,"    宿豫县"
,,,"    沭阳县"
,,,"    泗阳县"
,,,"    泗洪县"
"浙江省",13,"杭州市","      上城区"
,,,"      下城区"
,,,"      江干区"
,,,"      拱墅区"
,,,"      西湖区"
,,,"      滨江区"
,,,"    桐庐县"
,,,"    淳安县"
,,,"    萧山市"
,,,"    建德市"
,,,"    富阳市"
,,,"    余杭市"
,,,"    临安市"
,11,"宁波市","      海曙区"
,,,"      江东区"
,,,"      江北区"
,,,"      北仑区"
,,,"      镇海区"
,,,"    象山县"
,,,"    宁海县"
,,,"    鄞  县"
,,,"    余姚市"
,,,"    慈溪市"
,,,"    奉化市"
,11,"温州市","      鹿城区"
,,,"      龙湾区"
,,,"      瓯海区"
,,,"    洞头县"
,,,"    永嘉县"
,,,"    平阳县"
,,,"    苍南县"
,,,"    文成县"
,,,"    泰顺县"
,,,"    瑞安市"
,,,"    乐清市"
,7,"嘉兴市","      秀城区"
,,,"      郊  区"
,,,"    嘉善县"
,,,"    海盐县"
,,,"    海宁市"
,,,"    平湖市"
,,,"    桐乡市"
,5,"湖州市","      吴兴区"
,,,"      南浔区"
,,,"    德清县"
,,,"    长兴县"
,,,"    安吉县"
,6,"绍兴市","      越城区"
,,,"    绍兴县"
,,,"    新昌县"
,,,"    诸暨市"
,,,"    上虞市"
,,,"    嵊州市"
,9,"金华市","      婺城区"
,,,"    金华县"
,,,"    武义县"
,,,"    浦江县"
,,,"    磐安县"
,,,"    兰溪市"
,,,"    义乌市"
,,,"    东阳市"
,,,"    永康市"
,6,"衢州市","      柯城区"
,,,"    衢  县"
,,,"    常山县"
,,,"    开化县"
,,,"    龙游县"
,,,"    江山市"
,4,"舟山市","      定海区"
,,,"      普陀区"
,,,"    岱山县"
,,,"    嵊泗县"
,9,"台州市","      椒江区"
,,,"      黄岩区"
,,,"      路桥区"
,,,"    玉环县"
,,,"    三门县"
,,,"    天台县"
,,,"    仙居县"
,,,"    温岭市"
,,,"    临海市"
,9,"丽水市","    丽水市"
,,,"    龙泉市"
,,,"    青田县"
,,,"    云和县"
,,,"    庆元县"
,,,"    缙云县"
,,,"    遂昌县"
,,,"    松阳县"
,,,"    景宁畲族自治县"
"安徽省",9,"合肥市","瑶海区"
,,,"庐阳区"
,,,"蜀山区"
,,,"包河区"
,,,"长丰区"
,,,"肥东县"
,,,"肥西县"
,,,"庐江县"
,,,"巢湖市"
,7,"芜湖市","      镜湖区"
,,,"戈江区"
,,,"三山区"
,,,"      鸠江区"
,,,"    芜湖县"
,,,"    繁昌县"
,,,"无为县"
,,,"    南陵县"
,7,"蚌埠市","龙子湖区"
,,,"蚌山区"
,,,"禹会区"
,,,"淮上区"
,,,"    怀远县"
,,,"    五河县"
,,,"    固镇县"
,6,"淮南市","      大通区"
,,,"      田家庵区"
,,,"      谢家集区"
,,,"      八公山区"
,,,"      潘集区"
,,,"    凤台县"
,6,"马鞍山市","      金家庄区"
,,,"      花山区"
,,,"      雨山区"
,,,"    当涂县"
,,,"含山县"
,,,"和县"
,4,"淮北市","      杜集区"
,,,"      相山区"
,,,"      烈山区"
,,,"    濉溪县"
,4,"铜陵市","      铜官山区"
,,,"      狮子山区"
,,,"      郊  区"
,,,"    铜陵县"
,11,"安庆市","      迎江区"
,,,"      大观区"
,,,"宜秀区"
,,,"    怀宁县"
,,,"    枞阳县"
,,,"    潜山县"
,,,"    太湖县"
,,,"    宿松县"
,,,"    望江县"
,,,"    岳西县"
,,,"    桐城市"
,7,"黄山市","      屯溪区"
,,,"      黄山区"
,,,"      徽州区"
,,,"    歙  县"
,,,"    休宁县"
,,,"    黟  县"
,,,"    祁门县"
,8,"滁州市","      琅琊区"
,,,"      南谯区"
,,,"    来安县"
,,,"    全椒县"
,,,"    定远县"
,,,"    凤阳县"
,,,"    天长市"
,,,"    明光市"
,8,"阜阳市","      颍州区"
,,,"      颍东区"
,,,"      颍泉区"
,,,"    临泉县"
,,,"    太和县"
,,,"    阜南县"
,,,"    颍上县"
,,,"    界首市"
,5,"宿州市","       墉桥区"
,,,"    砀山县"
,,,"    萧  县"
,,,"    灵璧县"
,,,"    泗  县"
,7,"六安市","    金安区"
,,,"    裕安区"
,,,"    寿  县"
,,,"    霍邱县"
,,,"    舒城县"
,,,"    金寨县"
,,,"    霍山县"
,7,"宣城市","    宣州区"
,,,"    宁国市"
,,,"    郎溪县"
,,,"    广德县"
,,,"    泾  县"
,,,"    旌德县"
,,,"    绩溪县"
,5,"毫州市","谯城区"
,,,"涡阳县"
,,,"蒙城县"
,,,"利辛县"
,4,"池州市","    贵池区"
,,,"    东至县"
,,,"    石台县"
,,,"    青阳县"
"福建省",13,"福州市","鼓楼区"
,,,"台江区"
,,,"仓山区"
,,,"马尾区"
,,,"晋安区"
,,,"闽侯县"
,,,"连江县"
,,,"罗源县"
,,,"闽清县"
,,,"永泰县"
,,,"平潭县"
,,,"福清市"
,,,"长乐市"
,6,"厦门市","思明区 "
,,,"海沧区"
,,,"湖里区"
,,,"集美区"
,,,"同安区"
,,,"翔安区"
,9,"宁德市","蕉城区"
,,,"霞浦县"
,,,"古田县"
,,,"屏南县"
,,,"寿宁县"
,,,"周宁县"
,,,"柘荣县"
,,,"福安市"
,,,"福鼎市"
,5,"莆田市","城厢区"
,,,"涵江区"
,,,"荔城区"
,,,"秀屿区"
,,,"仙游县"
,12,"泉州市","鲤城区"
,,,"丰泽区"
,,,"洛江区"
,,,"泉港区"
,,,"惠安县"
,,,"安溪县"
,,,"永春县"
,,,"德化县"
,,,"金门县"
,,,"石狮市"
,,,"晋江市"
,,,"南安市"
,11,"漳州市","芗城区"
,,,"龙文区"
,,,"云霄县"
,,,"漳浦县"
,,,"诏安县"
,,,"长泰县"
,,,"东山县"
,,,"南靖县"
,,,"平和县"
,,,"华安县"
,,,"龙海市"
,7,"龙岩","新罗区"
,,,"长汀县"
,,,"永定县"
,,,"上杭县"
,,,"武平县"
,,,"连城县"
,,,"漳平市"
,12,"三明市","梅列区"
,,,"三元区"
,,,"明溪县"
,,,"清流县"
,,,"宁化县"
,,,"大田县"
,,,"尤溪县"
,,,"沙　县"
,,,"将乐县"
,,,"泰宁县"
,,,"建宁县"
,,,"永安市"
,10,"南平市","延平区"
,,,"顺昌县"
,,,"浦城县"
,,,"光泽县"
,,,"松溪县"
,,,"政和县"
,,,"邵武市"
,,,"武夷山市"
,,,"建瓯市"
,,,"建阳市"
"江西省",9,"南昌市","      东湖区"
,,,"      西湖区"
,,,"      青云谱区"
,,,"      湾里区"
,,,"      郊  区"
,,,"    南昌县"
,,,"    新建县"
,,,"    安义县"
,,,"    进贤县"
,4,"景德镇市","      昌江区"
,,,"      珠山区"
,,,"    浮梁县"
,,,"    乐平市"
,5,"萍乡市","      安源区"
,,,"      湘东区"
,,,"    莲花县"
,,,"    上栗县"
,,,"    芦溪县"
,12,"九江市","      庐山区"
,,,"      浔阳区"
,,,"    九江县"
,,,"    武宁县"
,,,"    修水县"
,,,"    永修县"
,,,"    德安县"
,,,"    星子县"
,,,"    都昌县"
,,,"    湖口县"
,,,"    彭泽县"
,,,"    瑞昌市"
,2,"新余市","      渝水区"
,,,"    分宜县"
,3,"鹰潭市","      月湖区"
,,,"    余江县"
,,,"    贵溪市"
,18,"赣州市","        章贡区"
,,,"    赣  县"
,,,"    信丰县"
,,,"    大余县"
,,,"    上犹县"
,,,"    崇义县"
,,,"    安远县"
,,,"    龙南县"
,,,"    定南县"
,,,"    全南县"
,,,"    宁都县"
,,,"    于都县"
,,,"    兴国县"
,,,"    会昌县"
,,,"    寻乌县"
,,,"    石城县"
,,,"    瑞金市"
,,,"    南康市"
,10,"宜春市","    宜春市"
,,,"    丰城市"
,,,"    樟树市"
,,,"    高安市"
,,,"    奉新县"
,,,"    万载县"
,,,"    上高县"
,,,"    宜丰县"
,,,"    靖安县"
,,,"    铜鼓县"
,12,"上饶市","    上饶市"
,,,"    德兴市"
,,,"    上饶县"
